time_s,LoPE,LaPE,VPE,LoPL_adjusted,LaPL_adjusted,VPL_adjusted
284.77100015,0.03639239,0.01572241,0.07510000,0.74289847,0.24372855,0.76467221
284.87100005,0.05673132,0.01964428,0.08020000,0.80933755,0.24311310,0.78590940
284.97100019,0.06618538,0.02415939,0.09220000,0.80289637,0.24001431,0.80829288
285.07100010,0.09435837,0.02468822,0.06630000,0.85825165,0.24177592,0.75962376
285.17100000,0.07415627,0.03049177,0.04520000,0.82350744,0.24499412,0.72473782
285.27100015,0.03627718,0.01498454,0.02900000,0.74328672,0.23483446,0.68127522
285.37100005,0.03576927,0.01898418,0.03010000,0.73519759,0.24114110,0.68036016
285.47100019,0.02321224,0.02124717,0.03010000,0.72009351,0.23787080,0.67281264
285.57100010,0.01115902,0.01694480,0.01200000,0.68174355,0.22805559,0.64732177
285.67100000,0.01745310,0.01984412,0.00700000,0.71420558,0.22852657,0.67156073
285.77200007,0.01056642,0.01972716,0.00400000,0.72941654,0.23333801,0.66859137
285.87200022,0.01040791,0.02305678,0.00600000,0.76696590,0.24163163,0.67495211
285.97200012,0.00372225,0.01886783,0.02910000,0.75911980,0.23914709,0.70385315
286.07200003,0.00298359,0.01930539,0.02400000,0.77012252,0.23231290,0.71417343
286.17200017,0.00592256,0.02203936,0.02910000,0.79664526,0.23775107,0.72245941
286.27200007,0.00374876,0.02555224,0.02910000,0.79397033,0.24415925,0.74354889
286.37200022,0.00041419,0.02529977,0.03410000,0.80035368,0.24450256,0.74021289
286.47200012,0.00001165,0.02319181,0.04110000,0.82650448,0.23600925,0.74821049
286.57200003,0.00618712,0.02080792,0.05100000,0.84579403,0.24211674,0.77898729
286.67200017,0.00525851,0.02283852,0.05400000,0.79696690,0.24729530,0.80916088
286.77200007,0.00819744,0.02215427,0.06600000,0.82525662,0.25205356,0.82284888
286.87300014,0.00851776,0.02331733,0.04810000,0.81390696,0.25142467,0.74962219
286.97300005,0.01058565,0.02423209,0.03700000,0.83444596,0.24612195,0.73992517
287.07300019,0.00777809,0.02818920,0.03300000,0.82937225,0.25857192,0.73816563
287.17300010,0.00740544,0.03083520,0.02700000,0.82582483,0.26157837,0.73065423
287.27300000,0.00702837,0.03220205,0.02810000,0.83412368,0.26053108,0.73252095
287.37300014,0.00580367,0.03738606,0.02600000,0.83097088,0.26366347,0.73241660
287.47300005,0.01227253,0.04027164,0.03510000,0.79154947,0.26842073,0.76881230
287.57300019,0.00647707,0.04394369,0.03910000,0.83091057,0.28214766,0.80043417
287.67300010,0.00832966,0.04544741,0.04410000,0.84639705,0.28603621,0.80801601
287.77300000,0.03556250,0.03909525,0.03800000,0.89989903,0.26103976,0.77980036
287.87300014,0.05362896,0.03648266,0.03090000,0.94190876,0.26060123,0.74320142
287.97400022,0.06415854,0.03462313,0.03190000,0.92065380,0.27332713,0.73505903
288.07400012,0.06325558,0.04003675,0.04090000,0.93035533,0.28118085,0.79190345
288.17400002,0.05141894,0.04241100,0.03690000,0.89916587,0.27967034,0.79859480
288.27400017,0.03353290,0.04433999,0.03400000,0.90941621,0.28547401,0.76864346
288.37400007,0.03445384,0.04474710,0.03300000,0.92411853,0.27886254,0.77647790
288.47400022,0.02703519,0.04268944,0.03300000,0.94840145,0.27388165,0.80016359
288.57400012,0.01744740,0.04411336,0.02010000,0.89542113,0.28080276,0.74552415
288.67400002,0.00154097,0.04894758,0.01210000,0.89426714,0.29015908,0.74646639
288.77400017,0.00047097,0.04228414,0.00410000,0.86256743,0.28702633,0.71040847
288.87400007,0.00051151,0.04652772,0.01210000,0.84568837,0.29361951,0.70974480
288.97400022,0.00014931,0.04606688,0.01410000,0.84099925,0.28702183,0.70291628
289.07500005,0.00013876,0.04605758,0.01810000,0.82798867,0.28549166,0.67902452
289.17500019,0.00066910,0.04756020,0.01710000,0.82125614,0.28781632,0.67176339
289.27500010,0.00401812,0.04382573,0.00920000,0.81400558,0.27809065,0.67654369
289.37500000,0.00613599,0.04612537,0.01110000,0.83154818,0.27724762,0.69815947
289.47500014,0.00368626,0.04484296,0.01410000,0.84280023,0.28109766,0.70921946
289.57500005,0.00306834,0.04763733,0.02610000,0.84460688,0.29703730,0.69092340
289.67500019,0.00737797,0.05197476,0.03010000,0.84748993,0.29426050,0.67246829
289.77500010,0.00860435,0.05300043,0.02320000,0.88989761,0.29418960,0.69123673
289.87500000,0.01152188,0.05587885,0.01610000,0.88027337,0.30423321,0.69979061
289.97500014,0.01979307,0.05624379,0.01310000,0.89914498,0.30619896,0.71739980
290.07500005,0.03444792,0.05963347,0.01620000,0.93841402,0.30930852,0.70894837
290.17600012,0.03508163,0.06267447,0.01520000,0.94716644,0.30475044,0.71850334
290.27600002,0.03024854,0.06013589,0.02520000,0.93842218,0.29587424,0.74452297
290.37600017,0.02309334,0.04871496,0.01720000,0.88093749,0.27256554,0.73506800
290.47600007,0.02465859,0.04555495,0.00620000,0.87189206,0.26999089,0.71887524
290.57600021,0.00919350,0.04585771,0.00090000,0.89279632,0.27090945,0.70659435
290.67600012,0.00992422,0.04932981,0.00120000,0.87265310,0.27683603,0.72882853
290.77600002,0.00742373,0.05440899,0.00610000,0.85389715,0.27647324,0.73763324
290.87600017,0.01133450,0.05174755,0.01410000,0.85619482,0.27342074,0.76192150
290.97600007,0.00905808,0.04315867,0.01810000,0.83831169,0.26060183,0.78246225
291.07600021,0.00353739,0.03991061,0.02910000,0.84966901,0.24956762,0.80590346
291.17600012,0.00594210,0.04350163,0.04110000,0.85407871,0.24851734,0.80421476
291.27700019,0.01352139,0.07235753,0.04490000,0.85479524,0.29171480,0.82233679
291.37700009,0.02740944,0.04833190,0.03820000,0.84729427,0.25934370,0.79115854
291.47700000,0.03250966,0.04981618,0.04020000,0.81253052,0.27103867,0.77778544
291.57700014,0.03512409,0.06888068,0.04600000,0.85808100,0.30079674,0.74528286
291.67700005,0.03219851,0.05695749,0.04920000,0.78961239,0.27916284,0.74265317
291.77700019,0.03389348,0.05971936,0.03890000,0.83525146,0.27790510,0.74187830
291.87700009,0.02391537,0.06788634,0.02720000,0.78508313,0.30274157,0.72160918
291.97700000,0.02494481,0.07075151,0.02920000,0.78960872,0.30164875,0.73208742
292.07700014,0.03398963,0.04943556,0.03800000,0.82085357,0.27161315,0.74119129
292.17700005,0.03616387,0.07563402,0.04020000,0.81921467,0.31052778,0.74768627
292.27700019,0.03755190,0.04226139,0.04600000,0.84804504,0.26614335,0.74771930
292.37800002,0.04099174,0.03746382,0.04600000,0.83582849,0.27474297,0.73648197
292.47800016,0.04470101,0.03252552,0.04500000,0.82896161,0.26791026,0.69613461
292.57800007,0.04707643,0.02923388,0.04710000,0.83959633,0.26473033,0.71391494
292.67800021,0.04770332,0.02772892,0.04610000,0.80280410,0.25557387,0.72545830
292.77800012,0.04788394,0.03169745,0.04100000,0.81279616,0.25787179,0.72764062
292.87800002,0.04892816,0.02962305,0.04910000,0.81509625,0.25393158,0.71857603
292.97800016,0.05048354,0.02446410,0.09410000,0.81514603,0.25385094,0.80670639
293.07800007,0.04529015,0.02906720,0.10600000,0.80965513,0.25562928,0.80458229
293.17800021,0.04193315,0.06609434,0.10590000,0.82326291,0.30525066,0.82229175
293.27800012,0.05535551,0.07609840,0.12800000,0.82355241,0.31781120,0.82616709
293.37800002,0.06476688,0.08006111,0.12700000,0.86417769,0.32146312,0.80631831
293.47900009,0.06415281,0.07853832,0.12500000,0.85405809,0.31885144,0.79634832
293.57900000,0.05913979,0.07564242,0.10800000,0.86571547,0.32197955,0.78579069
293.67900014,0.05561565,0.07408036,0.10590000,0.83409924,0.32236236,0.78913873
293.77900004,0.05128957,0.07647006,0.10490000,0.83523211,0.31896978,0.78133655
293.87900019,0.04974538,0.07275478,0.10500000,0.82771306,0.31818943,0.76500890
293.97900009,0.04722428,0.07060111,0.10400000,0.82327427,0.32043204,0.77141224
294.07900000,0.04596989,0.06716419,0.10690000,0.84026934,0.32673517,0.74634821
294.17900014,0.04196821,0.06480269,0.09990000,0.82895647,0.32089081,0.73003898
294.27900004,0.03277444,0.05957656,0.07190000,0.73846383,0.31401121,0.71423996
294.37900019,0.02977357,0.06130893,0.04290000,0.75142515,0.31115796,0.64432027
294.47900009,0.02682979,0.05617047,0.03390000,0.74622918,0.30200599,0.66080085
294.58000016,0.01908196,0.05911995,0.01990000,0.77910059,0.29938837,0.67741276
294.68000007,0.01684395,0.05666376,0.01400000,0.77266049,0.29625352,0.67603292
294.78000021,0.01269612,0.05654404,0.01390000,0.77354259,0.28858182,0.66853365
294.88000011,0.00879293,0.05727185,0.01090000,0.77876587,0.29540554,0.67609817
294.98000002,0.01155978,0.04271922,0.01510000,0.75379125,0.28566955,0.68964583
295.08000016,0.00980724,0.03778357,0.01810000,0.73762412,0.26766362,0.68349633
295.18000007,0.00632269,0.03233688,0.02210000,0.74396842,0.26708196,0.71365030
295.28000021,0.00077112,0.03104602,0.02710000,0.73927970,0.26755402,0.73904856
295.38000011,0.00356638,0.02939525,0.03010000,0.71832640,0.27256829,0.73581387
295.48000002,0.01025930,0.03061612,0.01910000,0.75478921,0.26371490,0.69898690
295.58000016,0.01209219,0.02663304,0.01910000,0.75362841,0.26281070,0.70952797
295.68099999,0.01420875,0.02335062,0.02110000,0.75814585,0.26006520,0.70920475
295.78100014,0.01619281,0.02119417,0.01610000,0.79376003,0.26150500,0.69820024
295.88100004,0.02025765,0.02262117,0.00810000,0.79126128,0.26662160,0.69570508
295.98100019,0.02117861,0.02110844,0.00510000,0.78698447,0.26712511,0.70587731
296.08100009,0.02378248,0.01858180,0.00910000,0.78208442,0.25848855,0.72211436
296.18099999,0.02469387,0.01678132,0.00910000,0.77235765,0.26104526,0.73667522
296.28100014,0.02667149,0.01487587,0.01010000,0.76991350,0.25796316,0.70556983
296.38100004,0.02768321,0.01021027,0.00190000,0.79230869,0.25518918,0.73178357
296.48100019,0.03000062,0.00820139,0.00690000,0.76151616,0.25684288,0.73115312
296.58100009,0.02381587,0.00594428,0.00100000,0.77817691,0.25329197,0.74225236
296.68099999,0.02175651,0.00502538,0.00500000,0.77087645,0.24946441,0.74703965
296.78200006,0.02289851,0.00510671,0.00610000,0.78169755,0.24635321,0.74291551
296.88200021,0.02071359,0.00229506,0.01910000,0.75996679,0.24841902,0.75066030
296.98200011,0.01895117,0.00023088,0.01810000,0.77010403,0.23949233,0.76972977
297.08200002,0.01376144,0.00116303,0.03500000,0.76125059,0.23981898,0.82099303
297.18200016,0.01311473,0.00344439,0.04810000,0.75131921,0.24042203,0.83132519
297.28200006,0.01274002,0.00981081,0.04110000,0.74851824,0.24998435,0.82586907
297.38200021,0.01082928,0.00935824,0.04010000,0.78906142,0.25520171,0.80594444
297.48200011,0.00939815,0.00839790,0.03910000,0.76057966,0.25606149,0.79726552
297.58200002,0.01297948,0.00515199,0.04210000,0.76291180,0.25763068,0.81742669
297.68200016,0.01672904,0.00493349,0.03410000,0.76337402,0.25978091,0.79509463
297.78200006,0.02244733,0.00244486,0.02510000,0.76711713,0.25735602,0.77859869
297.88300014,0.02231887,0.00079877,0.02510000,0.77297899,0.26525144,0.78427272
297.98300004,0.02517624,0.00039625,0.01700000,0.79899516,0.26660750,0.71494504
298.08300018,0.02753490,0.00341748,0.01200000,0.80220249,0.26577197,0.71752870
298.18300009,0.02940557,0.00784171,0.00910000,0.82124664,0.27212846,0.72669188
298.28299999,0.03114689,0.01346518,0.00190000,0.81419279,0.26083720,0.70956512
298.38300014,0.03145861,0.01565106,0.00300000,0.83589126,0.26193560,0.70574788
298.48300004,0.03527809,0.01529564,0.00900000,0.85218700,0.25946912,0.71401207
298.58300018,0.03443579,0.01461289,0.00800000,0.83372399,0.25632128,0.76154414
298.68300009,0.03524057,0.01810310,0.01200000,0.84231672,0.26565780,0.76522797
298.78299999,0.03522658,0.01922857,0.02200000,0.81842270,0.26371705,0.80372284
298.88300014,0.03603485,0.02107818,0.02490000,0.82386159,0.26407396,0.82721176
298.98400021,0.03510898,0.01924680,0.02890000,0.82460335,0.25907907,0.79862495
299.08400011,0.03163832,0.02534910,0.03100000,0.82377789,0.26519765,0.78875022
299.18400002,0.03031344,0.02815982,0.03500000,0.81418399,0.26359279,0.76492576
299.28400016,0.03017624,0.02882438,0.04100000,0.82537311,0.25597500,0.76554947
299.38400006,0.02437218,0.02824264,0.03900000,0.82245759,0.25819224,0.77523072
299.48400021,0.01202993,0.02329572,0.02500000,0.75739978,0.24932663,0.76286817
299.58400011,0.00839933,0.02437009,0.01900000,0.78266458,0.24525831,0.71856512
299.68400002,0.00609211,0.02813727,0.01900000,0.79007879,0.25676835,0.70360948
299.78400016,0.00582869,0.02741945,0.01500000,0.79913018,0.25767478,0.69915196
299.88400006,0.00890293,0.02535267,0.01700000,0.78577126,0.25370134,0.72891251
299.98400021,0.01626700,0.02285180,0.01700000,0.79487506,0.25363739,0.72307019
300.08500004,0.02001210,0.02594641,0.01800000,0.78966128,0.25967204,0.73328101
300.18500018,0.01693536,0.02598160,0.01300000,0.78063681,0.25549701,0.72043632
300.28500009,0.01430057,0.03851251,0.01100000,0.76199550,0.26020418,0.73728219
300.38499999,0.01724850,0.04149385,0.00600000,0.77044639,0.25516987,0.71902759
300.48500013,0.01867574,0.03942660,0.00200000,0.76009240,0.25053152,0.74447213
300.58500004,0.01864092,0.04208047,0.00010000,0.78064637,0.25038905,0.74332411
300.68500018,0.01626996,0.04555819,0.00210000,0.79274590,0.25760840,0.75430060
300.78500009,0.01809459,0.04791613,0.00110000,0.78633125,0.25199942,0.75654518
300.88499999,0.01791019,0.04658825,0.00190000,0.78222930,0.24918348,0.76421481
300.98500013,0.01687255,0.04810215,0.00390000,0.78034772,0.24008424,0.76385643
301.08500004,0.01417209,0.04933287,0.01300000,0.80390366,0.23295210,0.76228451
301.18600011,0.01475055,0.04854649,0.01590000,0.81199003,0.22544689,0.75803725
301.28600001,0.01582036,0.04943810,0.01790000,0.80938884,0.22470981,0.80410251
301.38600016,0.01348384,0.04785098,0.01900000,0.80537858,0.22490090,0.82550932
301.48600006,0.00985798,0.05062470,0.01990000,0.78847114,0.23104368,0.82451824
301.58600020,0.01049391,0.05083579,0.01500000,0.75892843,0.23111587,0.76524017
301.68600011,0.01712031,0.05475532,0.00990000,0.81118495,0.23995671,0.74856844
301.78600001,0.01310665,0.05287179,0.01290000,0.74920102,0.23326202,0.75749463
301.88600016,0.00580214,0.05452472,0.01990000,0.72994907,0.23957997,0.80509078
301.98600006,0.00451652,0.05647903,0.02090000,0.71864417,0.23735868,0.79733624
302.08600020,0.00310956,0.05713546,0.02290000,0.72799125,0.24298999,0.82545497
302.18600011,0.00531868,0.05477300,0.02090000,0.71393220,0.23349330,0.82538517
302.28700018,0.00582349,0.06032062,0.01520000,0.73454169,0.24542349,0.81270029
302.38700008,0.00605334,0.05363205,0.01890000,0.74742072,0.24265271,0.79951036
302.48699999,0.01310046,0.06064320,0.01890000,0.78809000,0.24320669,0.82532120
302.58700013,0.01615689,0.05032181,0.01110000,0.76942195,0.23884350,0.76032758
302.68700004,0.01506023,0.05677534,0.01200000,0.76185756,0.24982227,0.75891555
302.78700018,0.01559779,0.04944501,0.00410000,0.73106644,0.23621423,0.75494357
302.88700008,0.01177507,0.06302474,0.00290000,0.70419330,0.24127554,0.72519164
302.98699999,0.00181128,0.06064865,0.00790000,0.65759815,0.24160099,0.69518519
303.08700013,0.00179741,0.05060138,0.01010000,0.64646283,0.22993941,0.68916474
303.18700004,0.00144476,0.05750141,0.01290000,0.67192197,0.24034783,0.72870596
303.28700018,0.00093332,0.04450538,0.00910000,0.67171994,0.21622836,0.68246268
303.38800001,0.00240569,0.03854961,0.01210000,0.69704285,0.21577736,0.72225571
303.48800015,0.00195374,0.04192938,0.01410000,0.69181003,0.22741052,0.76153523
303.58800006,0.00162862,0.04281259,0.00810000,0.67821348,0.23811570,0.66619961
303.68800020,0.00136974,0.03971365,0.00510000,0.67320057,0.23085741,0.64775910
303.78800011,0.00317717,0.03833752,0.00090000,0.67509033,0.23141023,0.65222147
303.88800001,0.00560031,0.03888967,0.00090000,0.62879663,0.23028500,0.65191011
303.98800015,0.00919156,0.03847746,0.00010000,0.67184468,0.23334075,0.65344689
304.08800006,0.00580847,0.03958019,0.00110000,0.63215442,0.24111951,0.63993985
304.18800020,0.00509267,0.03758942,0.00110000,0.59018128,0.24278316,0.63994443
304.28800011,0.00555693,0.02994880,0.00110000,0.58588036,0.24034433,0.61675438
304.38800001,0.00322278,0.02725498,0.00500000,0.58576022,0.23363555,0.60640107
304.48900008,0.00034700,0.03134341,0.00210000,0.57419991,0.23963133,0.57547960
304.58899999,0.00552446,0.02847139,0.00410000,0.58314126,0.23691427,0.58270836
304.68900013,0.00756800,0.02489187,0.00410000,0.64655593,0.22959371,0.58336546
304.78900003,0.00868791,0.02118892,0.00200000,0.60887329,0.22396557,0.56811784
304.88900018,0.00082548,0.02355268,0.00190000,0.56037773,0.23028235,0.58180367
304.98900008,0.00116659,0.02158910,0.00300000,0.58246389,0.23416163,0.58066340
305.08899999,0.00556145,0.02313332,0.00800000,0.57165646,0.23683232,0.60457194
305.18900013,0.00673025,0.02228797,0.01010000,0.61819799,0.23486372,0.61559633
305.28900003,0.01037491,0.02035587,0.01000000,0.64798774,0.24100686,0.62288818
305.38900018,0.00313602,0.01973361,0.01610000,0.60195875,0.23748490,0.69806084
305.48900008,0.00184376,0.01821677,0.01710000,0.59920958,0.23488631,0.71271919
305.59000015,0.00213722,0.01823629,0.01500000,0.59155615,0.23735836,0.69703182
305.69000006,0.00668500,0.01431226,0.01300000,0.65714020,0.23806640,0.68697885
305.79000020,0.00805292,0.01802361,0.01500000,0.63086151,0.23619999,0.70080798
305.89000010,0.00846141,0.02230257,0.01300000,0.63068587,0.24519019,0.70165813
305.99000001,0.00939423,0.02123272,0.01200000,0.63445144,0.25085117,0.74035453
306.09000015,0.00982118,0.01636687,0.01100000,0.65352011,0.24748881,0.73852872
306.19000006,0.00842690,0.00910535,0.01300000,0.65059739,0.23457149,0.73727994
306.29000020,0.00751142,0.00605959,0.01300000,0.65250935,0.23103512,0.72777091
306.39000010,0.00293269,0.00566475,0.01300000,0.61388124,0.23120345,0.72068973
306.49000001,0.00109269,0.00766133,0.00800000,0.58725468,0.23051629,0.67059108
306.59000015,0.00160253,0.00974073,0.00300000,0.57472525,0.23164756,0.64282530
306.69099998,0.00338402,0.01089213,0.00300000,0.57558712,0.22642059,0.67616426
306.79100013,0.00586177,0.01185284,0.00000000,0.60958557,0.23041489,0.67958208
306.89100003,0.00213373,0.00927886,0.00210000,0.55988120,0.23238393,0.66526079
306.99100018,0.00246220,0.00541457,0.00900000,0.59076092,0.23764358,0.69512645
307.09100008,0.00193955,0.00587266,0.01100000,0.58569626,0.24550328,0.74411747
307.19099998,0.00236529,0.00908875,0.00800000,0.60872437,0.25010399,0.72281765
307.29100013,0.00220189,0.00843811,0.00600000,0.62207160,0.25305761,0.72447302
307.39100003,0.00664128,0.00787550,0.00100000,0.67798643,0.25390140,0.73105123
307.49100018,0.00774326,0.00517705,0.00200000,0.66099622,0.25127120,0.75551885
307.59100008,0.00620855,0.00372879,0.00800000,0.68469688,0.24211192,0.76511839
307.69099998,0.00249002,0.00207119,0.00900000,0.63143133,0.24288864,0.78353363
307.79200006,0.00389326,0.00230055,0.01100000,0.61486567,0.25096058,0.85342193
307.89200020,0.00467097,0.00121326,0.01400000,0.66562317,0.25436740,0.88265563
307.99200010,0.00333417,0.00120967,0.02000000,0.64491582,0.24871170,0.87442335
308.09200001,0.00246820,0.00324776,0.02600000,0.62065123,0.24015191,0.89239771
308.19200015,0.00666661,0.00242412,0.01200000,0.67399891,0.24194420,0.85808764
308.29200006,0.00760241,0.00195278,0.00900000,0.66500091,0.23990575,0.78007418
308.39200020,0.00421419,0.00174659,0.00600000,0.59979902,0.24205880,0.77998210
308.49200010,0.00013366,0.00799701,0.00100000,0.58787443,0.25272611,0.75600269
308.59200001,0.00178460,0.00910523,0.00090000,0.57111603,0.25662009,0.76041224
308.69200015,0.00120583,0.00467290,0.00800000,0.59631501,0.24587048,0.75845452
308.79200006,0.00200825,0.00075955,0.01000000,0.60418837,0.23901968,0.80979377
308.89300013,0.00097765,0.00487690,0.00800000,0.61566379,0.24466255,0.74869707
308.99300003,0.00444304,0.00886507,0.01000000,0.67022248,0.24594611,0.79266966
309.09300017,0.00145855,0.00862338,0.01710000,0.63956927,0.24208423,0.78105706
309.19300008,0.00381872,0.00796413,0.01100000,0.65207256,0.24108693,0.78848766
309.29300022,0.00210941,0.00800002,0.00600000,0.67372267,0.24515731,0.75255194
309.39300013,0.00425935,0.00666768,0.00200000,0.71407993,0.24728489,0.76163556
309.49300003,0.00723173,0.01086380,0.00010000,0.73453783,0.24831680,0.74580388
309.59300017,0.00602098,0.01270896,0.00400000,0.74819541,0.25314595,0.74663785
309.69300008,0.00490424,0.01384299,0.00600000,0.77284588,0.26368076,0.73691651
309.79300022,0.00597656,0.01383802,0.00900000,0.78006502,0.25584500,0.74244632
309.89300013,0.00285684,0.00891563,0.00200000,0.71434185,0.23685090,0.74576953
309.99400020,0.00299666,0.00984988,0.00100000,0.68720998,0.23205362,0.72394408
310.09400010,0.00188301,0.01147494,0.00400000,0.67803430,0.23346651,0.69475393
310.19400001,0.00171891,0.01114878,0.00110000,0.68224409,0.22653957,0.69220947
310.29400015,0.00383394,0.01085315,0.00400000,0.66549395,0.21919447,0.67187422
310.39400005,0.00386421,0.00822483,0.00400000,0.69843373,0.21330130,0.68600207
310.49400020,0.00049223,0.00868664,0.00100000,0.69994357,0.20966340,0.69037512
310.59400010,0.00225249,0.00874850,0.00200000,0.71243572,0.21761951,0.67578326
310.69400001,0.00128126,0.01023760,0.00100000,0.72402547,0.22432144,0.65605793
310.79400015,0.00090736,0.00950088,0.00500000,0.72415668,0.22692918,0.63898598
310.89400005,0.00068256,0.00679000,0.00500000,0.73659640,0.22061844,0.60159316
310.99400020,0.00008499,0.00887259,0.00400000,0.70808339,0.21816033,0.56305791
311.09500003,0.00267212,0.01227272,0.00790000,0.74442957,0.22192635,0.57270100
311.19500017,0.00341568,0.01249452,0.00800000,0.76380515,0.23028110,0.57551578
311.29500008,0.00147849,0.01541636,0.01090000,0.80009474,0.22602076,0.63109212
311.39500022,0.00060418,0.01570207,0.01000000,0.82128741,0.22719089,0.61590642
311.49500012,0.00428840,0.01538992,0.00790000,0.86582381,0.22103983,0.61003920
311.59500003,0.00534711,0.01430204,0.00700000,0.85395315,0.21261326,0.63666769
311.69500017,0.00525638,0.01473196,0.00600000,0.84197665,0.21003167,0.63507853
311.79500008,0.00609892,0.01543934,0.01500000,0.82444182,0.21575063,0.70595040
311.89500022,0.00442748,0.01835422,0.02200000,0.80727092,0.21324581,0.69836184
311.99500012,0.00529574,0.02104769,0.02300000,0.79993851,0.23283414,0.71828176
312.09600019,0.00348362,0.02148847,0.01990000,0.76750561,0.23771274,0.72239153
312.19600010,0.00473073,0.02372425,0.01500000,0.80005765,0.23560402,0.71703630
312.29600000,0.00023860,0.03039512,0.01600000,0.75513778,0.23384100,0.73204543
312.39600015,0.00122150,0.03218242,0.01590000,0.75800435,0.23844007,0.73626038
312.49600005,0.00119483,0.03572943,0.01590000,0.75019927,0.23933520,0.73246821
312.59600019,0.00048878,0.02885760,0.00890000,0.73669882,0.23436566,0.71708534
312.69600010,0.00277397,0.02692778,0.00800000,0.72501426,0.23544148,0.72780543
312.79600000,0.00423874,0.02606862,0.00800000,0.77492994,0.24307345,0.72298684
312.89600015,0.00606868,0.02737866,0.00700000,0.78868712,0.24897910,0.71306408
312.99600005,0.00128521,0.02432608,0.00990000,0.76330912,0.24723435,0.69008792
313.09600019,0.00091341,0.01859074,0.01200000,0.79302075,0.25053221,0.74510389
313.19700003,0.00107070,0.01935804,0.01200000,0.79525843,0.24647823,0.74867181
313.29700017,0.00262646,0.02596058,0.01710000,0.78622318,0.25455824,0.73838747
313.39700007,0.00286624,0.01645979,0.01590000,0.75984913,0.23423178,0.74302741
313.49700022,0.00250140,0.02583008,0.01300000,0.74620057,0.25384191,0.71381579
313.59700012,0.00239789,0.02456135,0.01200000,0.73176825,0.25365388,0.66838661
313.69700003,0.00217265,0.01519505,0.01090000,0.74741960,0.22890108,0.69255221
313.79700017,0.00331008,0.02113489,0.00310000,0.72825101,0.24027899,0.70417799
313.89700007,0.00176681,0.01992030,0.00400000,0.74652678,0.24079771,0.72188746
313.99700022,0.00221753,0.01761626,0.00890000,0.74444984,0.22759601,0.74193540
314.09700012,0.00537662,0.01645424,0.01300000,0.80715943,0.22693765,0.76625955
314.19700003,0.00564817,0.02072916,0.01500000,0.77992619,0.24545465,0.80820172
314.29800010,0.00067345,0.01634615,0.00700000,0.71875893,0.22096094,0.75437699
314.39800000,0.00005461,0.01975695,0.01110000,0.70420052,0.23665863,0.74051318
314.49800014,0.00074287,0.01918588,0.01010000,0.70594263,0.23517326,0.72152968
314.59800005,0.00092946,0.01809796,0.00400000,0.71657491,0.23563178,0.72003321
314.69800019,0.00468499,0.01353296,0.00200000,0.71610607,0.23084918,0.69384086
314.79800010,0.00588205,0.00971244,0.00310000,0.79779123,0.23668935,0.69563974
314.89800000,0.00519528,0.01055979,0.00500000,0.81702486,0.23918674,0.68071904
314.99800014,0.00430139,0.00865668,0.00300000,0.77318009,0.23512230,0.68744739
315.09800005,0.00067910,0.00781977,0.01300000,0.78921815,0.23101142,0.71526411
315.19800019,0.00091708,0.00543037,0.01500000,0.75324750,0.22532200,0.69232933
315.29800010,0.00228386,0.00124256,0.01700000,0.74576654,0.23195197,0.68734694
315.39900017,0.00001657,0.00178037,0.01500000,0.71628858,0.23453059,0.67402469
315.49900007,0.00749987,0.00149729,0.01200000,0.75097984,0.22933231,0.66745999
315.59900022,0.00737527,0.00405652,0.01100000,0.74808063,0.22578677,0.66203449
315.69900012,0.00830807,0.00706725,0.00800000,0.73198903,0.22953169,0.63940690
315.79900002,0.00793624,0.00624708,0.00900000,0.76189014,0.22496949,0.63365025
315.89900017,0.00792250,0.00723630,0.00700000,0.75376894,0.21916584,0.64801245
315.99900007,0.01012013,0.00589092,0.00600000,0.74943932,0.22026352,0.65062884
316.09900022,0.01095398,0.00855689,0.00200000,0.76037604,0.22133292,0.68661588
316.19900012,0.00975343,0.01140003,0.01190000,0.73471339,0.22402269,0.67376902
316.29900002,0.00251067,0.00638408,0.00310000,0.70325513,0.22108179,0.67253028
316.40000010,0.00363964,0.00509834,0.01000000,0.72219415,0.21907684,0.69372444
316.50000000,0.00539134,0.00201827,0.01700000,0.80214142,0.21727586,0.69528435
316.60000014,0.00764085,0.00156120,0.02900000,0.79669218,0.22389725,0.80481083
316.70000005,0.00756820,0.00114117,0.02400000,0.80083880,0.22060018,0.78800675
316.80000019,0.00722788,0.00089876,0.02690000,0.79288455,0.22303088,0.76024373
316.90000010,0.00855228,0.00480297,0.02900000,0.79172505,0.23032155,0.75804975
317.00000000,0.00783666,0.00685834,0.02700000,0.79797012,0.23282169,0.75752896
317.10000014,0.00280552,0.00602819,0.02400000,0.73656847,0.22803686,0.75831616
317.20000005,0.00500046,0.00612335,0.02400000,0.74279073,0.22382161,0.74502587
317.30000019,0.00079325,0.00553812,0.02600000,0.77045456,0.21678546,0.77319809
317.40000010,0.00110752,0.00429807,0.02700000,0.76010565,0.21518661,0.76315754
317.50100017,0.00666879,0.01076695,0.01800000,0.82127531,0.23625744,0.72016608
317.60100007,0.00437571,0.01066176,0.01500000,0.74849789,0.23278419,0.72456784
317.70100021,0.00426263,0.01081897,0.01400000,0.74494490,0.23340373,0.73278245
317.80100012,0.00140552,0.00579867,0.01910000,0.76146479,0.21274424,0.74772721
317.90100002,0.00124862,0.00618231,0.02200000,0.76272954,0.20531296,0.81997567
