time_s,LoPE,LaPE,VPE,LoPL_adjusted,LaPL_adjusted,VPL_adjusted
6.90700006,0.00468470,0.03249098,0.08510000,0.65478042,0.24425890,0.80998655
7.00700021,0.00153065,0.05701085,0.08190000,0.68383796,0.26940649,0.80433355
7.10700011,0.00243420,0.05453700,0.08490000,0.71365686,0.26805584,0.79775905
7.20700002,0.00043155,0.03930475,0.08010000,0.72182148,0.24150186,0.81044311
7.30700016,0.00187389,0.06488889,0.08280000,0.69421538,0.28049570,0.82129056
7.40700006,0.00329538,0.03083554,0.08910000,0.70225454,0.23948176,0.82116787
7.50700021,0.00557584,0.06886334,0.08690000,0.70102629,0.28795528,0.84397694
7.60800004,0.01596386,0.06340540,0.08580000,0.75626163,0.29119219,0.82717142
7.70800018,0.01616977,0.06252678,0.08980000,0.76654433,0.28212948,0.86328459
7.80800009,0.01351318,0.06345923,0.09380000,0.73604105,0.28234005,0.88149861
7.90799999,0.00799239,0.06620099,0.09680000,0.73309316,0.27683215,0.90026361
8.00800014,0.00192266,0.06246522,0.10380000,0.69371512,0.27551284,0.89135878
8.10800004,0.00195988,0.06390617,0.09290000,0.72815144,0.27309604,0.87211808
8.20800018,0.00304430,0.06196590,0.09790000,0.74024957,0.27155604,0.85435915
8.30800009,0.00538961,0.06085723,0.09390000,0.74436493,0.26922669,0.86308727
8.40799999,0.00621857,0.05874802,0.09690000,0.80385489,0.26517421,0.88497589
8.50800014,0.00476992,0.06040909,0.09480000,0.78867402,0.26427508,0.85869949
8.60800004,0.00136701,0.06015706,0.08580000,0.76337519,0.26665356,0.85339497
8.70900011,0.00214126,0.05632855,0.09290000,0.76576967,0.26448813,0.85177925
8.80900002,0.00029903,0.05785500,0.09180000,0.77706080,0.25637079,0.87119617
8.90900016,0.00097427,0.05522084,0.09990000,0.77495860,0.24173498,0.90364169
9.00900006,0.00287910,0.05530245,0.10180000,0.75353782,0.24514909,0.88586134
9.10900021,0.00058873,0.04964497,0.10080000,0.77841203,0.23443420,0.88700849
9.20900011,0.00091103,0.04717902,0.09490000,0.77005542,0.23139478,0.90613151
9.30900002,0.00338061,0.04574573,0.09490000,0.77663679,0.22295846,0.91307844
9.40900016,0.00511097,0.04705920,0.09480000,0.78495096,0.22269413,0.90098430
9.50900006,0.01015178,0.04578462,0.09790000,0.86330401,0.22498425,0.88487201
9.60900021,0.00718645,0.05032350,0.10590000,0.85561938,0.21973535,0.89340030
9.71000004,0.01310045,0.05436321,0.10980000,0.82842925,0.23270887,0.91626328
9.81000018,0.00951746,0.05476658,0.11390000,0.85554675,0.23784277,0.91910147
9.91000009,0.00854399,0.05329625,0.11690000,0.84578540,0.24262854,0.91775833
10.00999999,0.00917755,0.05252688,0.12080000,0.86066451,0.23953428,0.96768690
10.11000013,0.00447007,0.05054620,0.09090000,0.79694648,0.24239634,0.89525049
10.21000004,0.00291621,0.05059393,0.08190000,0.79466118,0.23969840,0.93399516
10.31000018,0.00350266,0.04437816,0.09990000,0.80722589,0.23529771,0.95660731
10.41000009,0.00137059,0.03992069,0.10290000,0.82768089,0.23737159,0.94253186
10.50999999,0.00383082,0.03757612,0.10790000,0.83356285,0.22851536,0.99020002
10.61000013,0.00226411,0.03853471,0.11590000,0.81073789,0.22662941,0.96426173
10.71000004,0.00151987,0.03776996,0.12090000,0.81481355,0.22915568,1.01703617
10.81100011,0.00692735,0.04194594,0.10090000,0.84228536,0.23470059,0.92895949
10.91100001,0.01031196,0.04097979,0.08880000,0.85537211,0.23147650,0.91436054
11.01100016,0.01204232,0.03932661,0.09080000,0.83832123,0.23672495,0.88827124
11.11100006,0.00101598,0.03439255,0.08890000,0.78400349,0.23227079,0.91631927
11.21100020,0.00170312,0.03331350,0.09190000,0.73656564,0.23168530,0.91578656
11.31100011,0.00293664,0.03396625,0.08900000,0.73754961,0.22573173,0.91831436
11.41100001,0.00392028,0.03362561,0.09200000,0.73825191,0.22965176,0.92554074
11.51100016,0.00644369,0.03094396,0.10090000,0.75340547,0.23764780,0.88985812
11.61100006,0.00636256,0.02929979,0.10490000,0.75461138,0.24071434,0.89609770
11.71100020,0.00937283,0.02657668,0.11190000,0.77224287,0.22791677,0.96336053
11.81200004,0.01271256,0.02789553,0.11200000,0.76493155,0.22500196,0.99051505
11.91200018,0.00695105,0.02744017,0.10400000,0.73865147,0.23605503,0.92679952
12.01200008,0.00040898,0.02947953,0.09890000,0.69457737,0.24622648,0.90445106
12.11199999,0.00306311,0.02719756,0.10090000,0.71030901,0.23062464,0.90640032
12.21200013,0.00465115,0.02531495,0.09790000,0.69133833,0.23723489,0.89205239
12.31200004,0.00155746,0.02596448,0.09590000,0.72264667,0.24416121,0.88466123
12.41200018,0.00062991,0.02497946,0.09900000,0.70757680,0.24743892,0.88850325
12.51200008,0.00074707,0.02379290,0.10700000,0.69714100,0.24924934,0.92881886
12.61199999,0.00447212,0.02182590,0.10600000,0.68602998,0.25062185,0.96350562
12.71200013,0.00512623,0.01993418,0.11000000,0.69122979,0.24840814,0.97103394
12.81200004,0.00126083,0.01874594,0.08790000,0.72083397,0.25634683,0.89440101
12.91300011,0.00601642,0.01742994,0.08500000,0.69191282,0.25138235,0.87642227
13.01300001,0.00929108,0.01869641,0.08490000,0.74510899,0.24809409,0.87392770
13.11300015,0.00944395,0.01754485,0.08190000,0.73058706,0.23546823,0.87354606
13.21300006,0.01091851,0.01665642,0.08500000,0.73711845,0.23783603,0.87312943
13.31300020,0.00291366,0.01234344,0.07900000,0.65890818,0.22702034,0.84896360
13.41300011,0.00103416,0.01046998,0.07990000,0.65341542,0.22286361,0.85374931
13.51300001,0.00042352,0.00881026,0.07600000,0.66804490,0.21635338,0.85306293
13.61300015,0.00324992,0.00724486,0.07000000,0.66854044,0.21527003,0.81665207
13.71300006,0.00812947,0.00538161,0.07100000,0.70833444,0.20942784,0.84243260
13.81300020,0.00805525,0.00900627,0.06190000,0.69428669,0.20745202,0.84111909
13.91400003,0.00756664,0.01135412,0.05190000,0.69663986,0.21402849,0.83847731
14.01400018,0.00838768,0.01136912,0.05290000,0.67844474,0.21933979,0.82673505
14.11400008,0.00721888,0.00349682,0.05500000,0.65557543,0.21385866,0.83217779
14.21399999,0.00867624,0.00185820,0.05490000,0.69434163,0.21135601,0.84011354
14.31400013,0.00276906,0.00312927,0.06200000,0.67342981,0.21957705,0.86986712
14.41400003,0.00389642,0.00446183,0.06000000,0.69505207,0.22232260,0.87903303
14.51400018,0.00483351,0.00137375,0.05300000,0.67680471,0.22013499,0.86853673
14.61400008,0.00307687,0.00305006,0.05110000,0.70221394,0.20910804,0.88302995
14.71399999,0.00008981,0.00505291,0.05400000,0.69195058,0.21019248,0.87178052
14.81400013,0.00220972,0.01081190,0.06410000,0.69340185,0.22329276,0.86999246
14.91400003,0.00478858,0.01289184,0.06710000,0.71457323,0.23149462,0.89661427
15.01500010,0.00571201,0.01410861,0.07010000,0.68978665,0.22864556,0.88544547
15.11500001,0.00439141,0.01504179,0.07310000,0.68273920,0.22749356,0.90717878
15.21500015,0.00358225,0.01275843,0.06600000,0.70740062,0.22616793,0.88832152
15.31500006,0.00206739,0.00882190,0.05300000,0.72369548,0.21885953,0.84089903
15.41500020,0.00885587,0.00900353,0.04900000,0.74854269,0.22015384,0.82186976
15.51500010,0.01136352,0.01045803,0.05300000,0.75230906,0.22123721,0.88173384
15.61500001,0.01174944,0.01130976,0.05700000,0.75636817,0.21614984,0.89992718
15.71500015,0.01140636,0.01615163,0.05310000,0.76016207,0.21472800,0.89021590
15.81500006,0.01287099,0.01708765,0.05300000,0.75821210,0.21932451,0.89393434
15.91500020,0.00815796,0.02086379,0.04010000,0.75231465,0.21573427,0.84627856
16.01600003,0.00824880,0.02125764,0.03910000,0.75252862,0.21224422,0.85925496
16.11600018,0.00030503,0.02389889,0.03010000,0.68884848,0.21951978,0.84623801
16.21600008,0.00513243,0.02689532,0.02310000,0.68318792,0.22957531,0.83680483
16.31599998,0.00048672,0.02549869,0.03010000,0.70454011,0.22474667,0.84767252
16.41600013,0.00095387,0.02851228,0.02110000,0.72169502,0.23143180,0.83065350
16.51600003,0.00160774,0.02876430,0.02210000,0.71092527,0.23120063,0.83349191
16.61600018,0.00783673,0.03257830,0.00510000,0.70929101,0.23789615,0.81176732
16.71600008,0.00958694,0.03414016,0.01010000,0.76998845,0.23844766,0.79945386
16.81599998,0.01571559,0.03402352,0.00700000,0.76868056,0.23951326,0.80866998
16.91600013,0.01919976,0.03522995,0.00700000,0.78433632,0.24125017,0.81454017
17.01600003,0.02393678,0.03677650,0.01000000,0.80768709,0.24508971,0.79838185
17.11700010,0.01485418,0.03473346,0.01490000,0.78637893,0.24217019,0.80250944
17.21700001,0.01716999,0.03498287,0.01890000,0.76360960,0.23668204,0.81422876
17.31700015,0.01550115,0.08594233,0.01430000,0.76154978,0.30370870,0.78246473
17.41700006,0.01129796,0.04783342,0.01090000,0.74567032,0.24969204,0.76196151
17.51700020,0.00596496,0.07103886,0.00120000,0.68723189,0.26502295,0.74764773
17.61700010,0.00106393,0.05271668,0.00620000,0.68278668,0.24140642,0.74762967
17.71700001,0.00464573,0.05228114,0.00120000,0.69127483,0.24796659,0.74211729
17.81700015,0.00267187,0.07418080,0.00980000,0.68557167,0.27458905,0.75470963
17.91700006,0.00284481,0.05394819,0.00620000,0.67450193,0.24760914,0.76413589
18.01700020,0.00570471,0.06947702,0.00320000,0.67008677,0.25578038,0.75349512
18.11700010,0.00244981,0.05548773,0.00290000,0.69541510,0.25138738,0.77179699
18.21800017,0.00091191,0.07082986,0.00020000,0.68257255,0.26630335,0.74714603
18.31800008,0.00133801,0.07129698,0.00320000,0.67353337,0.26669525,0.77497901
18.41800022,0.00281484,0.06747834,0.00120000,0.64803297,0.26271285,0.76045137
18.51800013,0.00654188,0.06277200,0.00220000,0.66540032,0.25783106,0.76264179
18.61800003,0.00792505,0.05772490,0.00620000,0.65916787,0.24664247,0.76867190
18.71800017,0.00746121,0.05650248,0.00120000,0.65996441,0.24829293,0.74700356
18.81800008,0.00401225,0.05791366,0.00280000,0.67176028,0.24758074,0.73232772
18.91800022,0.00507882,0.05711012,0.00580000,0.67164829,0.24869277,0.73069142
19.01800013,0.00182401,0.05421368,0.00120000,0.66859127,0.24174512,0.71844308
19.11800003,0.00705978,0.05133069,0.01010000,0.67664717,0.23538183,0.70024597
19.21900010,0.00508534,0.05094889,0.00910000,0.70529507,0.23717021,0.73193700
19.31900001,0.01490662,0.05314784,0.02620000,0.76945175,0.23293992,0.75832065
19.41900015,0.01322564,0.04896624,0.02520000,0.68189378,0.23212592,0.73450952
19.51900005,0.01502057,0.04718127,0.02920000,0.73444852,0.22966299,0.77010676
19.61900020,0.01139978,0.04779430,0.02120000,0.70999647,0.23485468,0.71208560
19.71900010,0.01098582,0.04634826,0.02120000,0.70528088,0.23505341,0.72613505
19.81900001,0.01677691,0.04847923,0.01410000,0.75080228,0.24228792,0.71657643
19.91900015,0.01843224,0.04812216,0.01220000,0.76830363,0.24611012,0.72378177
20.01900005,0.02727825,0.04561685,0.04110000,0.78638006,0.23645273,0.79659706
20.11900020,0.02856318,0.04539025,0.04020000,0.78853888,0.22437055,0.78967859
20.21900010,0.02095780,0.04112798,0.03620000,0.81687977,0.21961042,0.77323254
20.32000017,0.01571185,0.04007178,0.03410000,0.77919854,0.21979026,0.76905928
20.42000008,0.01603798,0.04439891,0.03010000,0.84239527,0.22143003,0.71546015
20.52000022,0.01975945,0.04280437,0.03520000,0.83934213,0.22550109,0.77155128
20.62000012,0.02358159,0.04021242,0.04420000,0.82024885,0.22917424,0.78744410
20.72000003,0.01991269,0.03713401,0.05210000,0.82872218,0.23328837,0.80589502
20.82000017,0.01720698,0.03626692,0.05510000,0.82727726,0.23441408,0.80544697
20.92000008,0.01666677,0.03740466,0.04920000,0.76970649,0.23553094,0.81697423
21.02000022,0.01434575,0.03894983,0.03620000,0.75528053,0.24364200,0.76395728
21.12000012,0.01170537,0.04176882,0.03420000,0.76487790,0.25066981,0.75609195
21.22000003,0.01018455,0.04166011,0.03320000,0.77917537,0.24328005,0.75752055
21.32000017,0.01471689,0.03427161,0.03320000,0.77229062,0.23662435,0.75974759
21.42100000,0.01657457,0.03077164,0.03010000,0.77066712,0.23335681,0.74044746
21.52100015,0.01529210,0.02920482,0.02810000,0.77046834,0.23354084,0.74876979
21.62100005,0.01332932,0.03178882,0.04710000,0.77027013,0.23256256,0.80496336
21.72100019,0.01202256,0.03075952,0.04410000,0.77584185,0.23851155,0.77595630
21.82100010,0.01178360,0.02332824,0.04810000,0.78812509,0.23072494,0.77779393
21.92100000,0.01481414,0.02471015,0.04610000,0.76383932,0.23639152,0.78170621
22.02100015,0.01801235,0.02508296,0.04410000,0.75048294,0.23876945,0.74829251
22.12100005,0.01753745,0.02461073,0.04410000,0.72524976,0.24269459,0.76570836
22.22100019,0.01614753,0.02212911,0.04110000,0.73482082,0.24172559,0.79343416
22.32100010,0.01649821,0.02158006,0.04510000,0.75060465,0.23714272,0.76369081
22.42100000,0.01663837,0.02163180,0.04210000,0.74567878,0.23759091,0.75463763
22.52200007,0.01871142,0.01995226,0.04410000,0.74805841,0.24302238,0.77139937
22.62200022,0.01871086,0.01687376,0.04210000,0.73795965,0.24122147,0.76544093
22.72200012,0.01835607,0.01550434,0.03910000,0.71730104,0.23939665,0.73738060
22.82200003,0.01831126,0.01805541,0.04310000,0.72179747,0.23329485,0.73755198
22.92200017,0.02041283,0.02398680,0.04900000,0.69519770,0.24154674,0.81514800
23.02200007,0.02053950,0.02340724,0.05210000,0.69443655,0.24263866,0.79364373
23.12200022,0.01963802,0.02170341,0.05310000,0.67281820,0.24978336,0.77170016
23.22200012,0.01973120,0.02134993,0.05110000,0.66699495,0.25077279,0.77829435
23.32200003,0.01769262,0.02005022,0.05010000,0.67795281,0.25007351,0.79879752
23.42200017,0.01674025,0.02483977,0.05810000,0.67869917,0.26653081,0.76520606
23.52200007,0.01760317,0.02484972,0.05410000,0.64194047,0.26943029,0.79530701
23.62200022,0.02155333,0.01804395,0.05410000,0.68525962,0.24723397,0.77350515
23.72300005,0.02204508,0.01553623,0.04910000,0.71665707,0.24720535,0.76521248
23.82300019,0.02466463,0.00824051,0.03910000,0.69073282,0.23192523,0.70741943
23.92300010,0.01857160,0.00902418,0.04500000,0.61578991,0.22839060,0.75922920
24.02300000,0.01606615,0.00885488,0.04610000,0.61949925,0.21998417,0.77073527
24.12300014,0.01567033,0.00804306,0.04410000,0.64769054,0.22137903,0.72793058
24.22300005,0.01798329,0.00468203,0.03500000,0.66512769,0.22014327,0.68632594
24.32300019,0.01766478,0.00289921,0.03210000,0.65494248,0.21960271,0.66613667
24.42300010,0.01574516,0.00167923,0.02410000,0.64662183,0.21590601,0.66153033
24.52300000,0.01680467,0.00682372,0.03000000,0.65109168,0.22354884,0.65909849
24.62400007,0.01771017,0.00641249,0.03900000,0.69187555,0.21997571,0.67855562
24.72400022,0.01894150,0.00207357,0.03610000,0.67154492,0.20932368,0.68100862
24.82400012,0.01669701,0.00009858,0.03000000,0.68404138,0.21307724,0.70069846
24.92400002,0.01620080,0.00181774,0.02600000,0.67496597,0.21895537,0.73039414
25.02400017,0.01338279,0.00043685,0.01900000,0.67676637,0.21798345,0.71470495
25.12400007,0.01316859,0.00104319,0.01710000,0.67763752,0.20543447,0.70076936
25.22400022,0.01283919,0.00253086,0.01500000,0.70122502,0.21287008,0.69232297
25.32400012,0.01504458,0.00331521,0.01500000,0.68804127,0.21224289,0.67110419
25.42400002,0.01858022,0.01142608,0.02800000,0.67195932,0.21754494,0.68208692
25.52400017,0.01919054,0.01301856,0.02200000,0.66572075,0.23646678,0.67541597
25.62400007,0.01532581,0.01104036,0.02190000,0.69471556,0.22631729,0.68277664
25.72500014,0.01642256,0.01184481,0.02400000,0.69845746,0.22844357,0.69891657
25.82500005,0.01837620,0.01200397,0.01600000,0.70316114,0.21906531,0.72110766
25.92500019,0.01805819,0.01231266,0.01200000,0.69121651,0.21901964,0.70517358
26.02500010,0.01512587,0.01161112,0.00990000,0.71229160,0.22224015,0.64670939
26.12500000,0.01115695,0.01054573,0.02390000,0.70512988,0.22163157,0.67063411
26.22500014,0.00896149,0.01200049,0.01690000,0.73639468,0.22792738,0.66107371
26.32500005,0.01488470,0.01140595,0.01900000,0.71521967,0.22906164,0.69458574
26.42500019,0.02160873,0.00727619,0.01400000,0.73099032,0.22156823,0.68957191
26.52500010,0.02208781,0.00711468,0.01400000,0.71859763,0.22018109,0.70327478
26.62500000,0.01789191,0.00915038,0.01300000,0.69249970,0.21865882,0.67500460
26.72500014,0.01696881,0.00967778,0.02290000,0.68497084,0.22832962,0.71421375
26.82600021,0.01417290,0.01103489,0.03200000,0.67871211,0.23608174,0.70957807
26.92600012,0.01464789,0.01119506,0.03300000,0.67394041,0.24362211,0.70606251
27.02600002,0.01206874,0.01284312,0.02590000,0.69117737,0.24867309,0.72553687
27.12600017,0.01282500,0.01310417,0.03000000,0.67441546,0.25473871,0.71461222
27.22600007,0.01230903,0.01398456,0.02700000,0.66864382,0.24934773,0.73421057
27.32600021,0.01208039,0.01464630,0.02800000,0.62422454,0.24431573,0.71822572
27.42600012,0.01468070,0.01723302,0.02390000,0.63816028,0.25058138,0.72639437
27.52600002,0.01426381,0.01814260,0.02100000,0.65190836,0.24486253,0.72426069
27.62600017,0.02099203,0.02194412,0.01590000,0.70935987,0.24603622,0.71804414
27.72600007,0.01963901,0.02433350,0.01490000,0.68289671,0.25315402,0.71306999
27.82700014,0.01881182,0.03677724,0.01610000,0.64730879,0.28334215,0.71607317
27.92700005,0.01348164,0.01765745,0.02900000,0.61295384,0.24354258,0.75303514
28.02700019,0.01259793,0.04357376,0.03420000,0.62262831,0.28318728,0.74708779
28.12700009,0.01451121,0.01589732,0.04100000,0.62762637,0.23710972,0.75424036
28.22700000,0.01407437,0.01532358,0.03890000,0.64121224,0.24243037,0.76622769
28.32700014,0.01981117,0.03928470,0.04720000,0.68805929,0.27291386,0.73589877
28.42700005,0.01689824,0.01631409,0.04090000,0.63745568,0.23033087,0.72636845
28.52700019,0.01698417,0.03835398,0.04610000,0.63254239,0.26428920,0.74556098
28.62700009,0.01782229,0.01760017,0.03990000,0.67617212,0.22323808,0.70504116
28.72700000,0.01836691,0.01938135,0.03600000,0.66431557,0.22743946,0.68308123
28.82700014,0.02519954,0.03327887,0.04320000,0.66495931,0.24727389,0.69385796
28.92800021,0.02809077,0.03121360,0.04110000,0.66280959,0.25113759,0.69111805
29.02800012,0.02925342,0.03059816,0.04020000,0.66107776,0.25148655,0.70484642
29.12800002,0.02372262,0.03537396,0.04010000,0.62378742,0.25209020,0.74157754
29.22800016,0.02009102,0.03462082,0.03720000,0.63854836,0.24594609,0.74042323
29.32800007,0.01749752,0.03414567,0.02910000,0.61240202,0.23475111,0.68082055
29.42800021,0.01380606,0.03723067,0.03310000,0.58687275,0.24145712,0.73543499
29.52800012,0.01534165,0.03860212,0.03010000,0.59894247,0.25477503,0.71197020
29.62800002,0.01599693,0.03678448,0.02910000,0.66552480,0.25359690,0.74442692
29.72800016,0.02790511,0.04661056,0.02520000,0.67370273,0.25973751,0.72686290
29.82800007,0.02367463,0.03749336,0.02010000,0.68394505,0.24968002,0.71234041
29.92900014,0.02405205,0.03736173,0.01610000,0.65583101,0.24585297,0.71998551
30.02900004,0.01458751,0.03176688,0.03610000,0.61581818,0.23149024,0.76785103
30.12900019,0.01755028,0.02840049,0.00590000,0.65277170,0.23127474,0.67671859
30.22900009,0.01511592,0.03020346,0.00310000,0.67799103,0.23466014,0.66887237
30.32900000,0.00789238,0.02891592,0.00110000,0.63341808,0.24060927,0.66362949
30.42900014,0.00420746,0.02552151,0.00310000,0.63899926,0.22222423,0.69011941
30.52900004,0.00602423,0.02393802,0.00090000,0.63015961,0.21703016,0.69316266
30.62900019,0.00513967,0.02765762,0.00190000,0.63628144,0.23361158,0.71980356
30.72900009,0.00710729,0.02686720,0.00690000,0.60208191,0.23311140,0.72735525
30.82900000,0.00205842,0.01979932,0.02200000,0.60170867,0.20774612,0.75217211
30.92900014,0.00461607,0.01190260,0.02600000,0.59584533,0.19678610,0.77879510
31.02900004,0.00270068,0.00709622,0.02900000,0.61802733,0.19887013,0.79051683
31.13000011,0.00566741,0.00739800,0.03390000,0.59845228,0.18841849,0.84225490
31.23000002,0.00277600,0.01772523,0.02390000,0.57831012,0.20030443,0.78404484
31.33000016,0.00486608,0.02683768,0.00990000,0.59462533,0.21950490,0.76412855
31.43000007,0.00769303,0.02391354,0.01690000,0.56855800,0.20608808,0.79080446
31.53000021,0.00638497,0.01709158,0.02490000,0.58693427,0.20128021,0.80561966
31.63000011,0.00858406,0.01235289,0.03900000,0.56352160,0.19543766,0.85705573
31.73000002,0.00935775,0.01135573,0.04400000,0.58367389,0.18745403,0.89052307
31.83000016,0.01118095,0.01189481,0.05190000,0.57755733,0.18721145,0.89069682
31.93000007,0.00283325,0.01361700,0.02900000,0.57325585,0.19777832,0.80784383
32.03000021,0.00840782,0.01421227,0.01100000,0.60360462,0.20472017,0.79216100
32.13100004,0.00931757,0.01378524,0.01290000,0.61060501,0.20590491,0.77190327
32.23100019,0.01408794,0.01348073,0.00000000,0.67723361,0.19832389,0.76010989
32.33100009,0.00042515,0.01893751,0.01500000,0.60580324,0.21120260,0.75811748
32.43099999,0.00143004,0.01428863,0.02500000,0.59518851,0.20526660,0.76399292
32.53100014,0.00228245,0.01552258,0.02390000,0.59694332,0.20564103,0.74493777
32.63100004,0.00664897,0.01409260,0.03200000,0.61465187,0.19417257,0.75918607
32.73100019,0.00777741,0.01401577,0.03400000,0.60128226,0.19674740,0.74779760
32.83100009,0.00580081,0.00930595,0.03500000,0.59213275,0.19209164,0.77330591
32.93099999,0.00749324,0.01083473,0.03400000,0.58606309,0.19767507,0.76937927
33.03100014,0.00647680,0.01097957,0.03690000,0.59041448,0.19328761,0.76361390
