time_s,LoPE,LaPE,VPE,LoPL_adjusted,LaPL_adjusted,VPL_adjusted
77.22900009,0.00112284,0.04108478,0.02500000,0.71803511,0.25929204,0.87533747
77.32900000,0.00317215,0.05047046,0.02500000,0.70482299,0.29372710,0.86289269
77.42899990,0.00582007,0.04869514,0.02700000,0.72281578,0.29669815,0.89396607
77.52900004,0.00565134,0.04703820,0.03000000,0.71114924,0.27961059,0.93242371
77.62899995,0.00869486,0.05187619,0.03200000,0.74794907,0.29359866,0.93151693
77.72900009,0.00124945,0.04071239,0.03600000,0.70359787,0.27429743,0.96513842
77.82900000,0.00199821,0.05521283,0.04700000,0.70408224,0.30040427,0.94206295
77.92899990,0.00209916,0.05580926,0.04800000,0.70708806,0.30515876,0.94169666
78.02900004,0.00200016,0.04125093,0.02100000,0.70416803,0.28671951,0.87586103
78.12899995,0.00128411,0.05944839,0.02000000,0.69389867,0.31907025,0.85247658
78.23000002,0.00419092,0.03333776,0.01900000,0.68200337,0.28263815,0.84075608
78.32999992,0.00188200,0.04326474,0.02100000,0.68023757,0.29297561,0.80787097
78.43000007,0.00149282,0.04824636,0.02400000,0.68637029,0.30776337,0.77825057
78.52999997,0.00187728,0.04838942,0.02500000,0.69640713,0.30693371,0.75945712
78.63000011,0.00103478,0.03730589,0.03000000,0.67921932,0.27852773,0.75454429
78.73000002,0.00085340,0.03770639,0.03000000,0.69153493,0.27474901,0.75017583
78.82999992,0.00302295,0.04270728,0.01900000,0.70307736,0.27295623,0.72311574
78.93000007,0.00481244,0.04253152,0.01200000,0.74660770,0.27370397,0.70757989
79.02999997,0.00556154,0.04173822,0.01200000,0.74304011,0.27737958,0.71422563
79.13000011,0.00570861,0.03997076,0.00900000,0.75696429,0.27303438,0.71283547
79.23000002,0.00633400,0.03325899,0.02200000,0.76206510,0.27107756,0.70071103
79.32999992,0.00764417,0.03623240,0.02500000,0.72371367,0.26128761,0.73214808
79.43000007,0.00515970,0.03764515,0.02600000,0.69698014,0.25899887,0.74213878
79.52999997,0.00576225,0.03605893,0.02700000,0.71650724,0.24616103,0.73673292
79.63000011,0.00192586,0.03180458,0.03100000,0.64712421,0.24104520,0.78539341
79.73000002,0.00321089,0.02983740,0.03200000,0.65292913,0.24957887,0.77379624
79.82999992,0.00436747,0.03296021,0.04800000,0.63928391,0.24515080,0.79655829
79.93000007,0.00565262,0.03099384,0.04900000,0.69768687,0.23233225,0.75700105
80.02999997,0.00466181,0.02911284,0.03700000,0.67924290,0.22858714,0.78111717
80.13000011,0.00039610,0.02802897,0.01600000,0.67666242,0.22432125,0.72861275
80.23000002,0.00350557,0.02886799,0.01800000,0.66234687,0.22722688,0.73590866
80.32999992,0.00327084,0.02628215,0.01600000,0.66530093,0.22007244,0.71505173
80.43000007,0.00278822,0.02668400,0.02000000,0.68570572,0.21811621,0.72505363
80.52999997,0.00474749,0.03343099,0.03000000,0.69676033,0.22939749,0.75831328
80.63000011,0.00401424,0.03232423,0.02700000,0.69464418,0.22816284,0.72925527
80.73000002,0.00546698,0.02940616,0.02300000,0.69117616,0.22839479,0.69534034
80.82999992,0.00468876,0.02766994,0.00900000,0.69033570,0.22150364,0.69855445
80.93000007,0.00320232,0.02545968,0.00500000,0.69329049,0.21795758,0.69955363
81.03099990,0.00726356,0.02013581,0.01200000,0.72683149,0.20838994,0.69958589
81.13100004,0.00135158,0.02640214,0.01300000,0.64949214,0.21428194,0.70131592
81.23099995,0.00264981,0.02935215,0.01200000,0.65906448,0.21662210,0.69560810
81.33100009,0.00361430,0.03667693,0.00900000,0.64729443,0.23828535,0.70645435
81.43099999,0.00157490,0.02341537,0.01200000,0.65876333,0.21481146,0.70548624
81.53099990,0.00086194,0.02242381,0.01000000,0.65136294,0.21468068,0.76012013
81.63100004,0.00051258,0.02110917,0.00800000,0.65387834,0.21468450,0.75763612
81.73099995,0.00267060,0.03492045,0.02000000,0.63746840,0.23760436,0.77181366
81.83100009,0.00398890,0.03330509,0.03600000,0.64489635,0.23452264,0.83160428
81.93099999,0.00796808,0.01836164,0.02000000,0.69467208,0.21707703,0.77255328
82.03099990,0.00765090,0.01977129,0.01300000,0.66073338,0.21306344,0.78233707
82.13100004,0.00825221,0.01910971,0.01300000,0.65393099,0.21164674,0.79124437
82.23099995,0.01013407,0.02427922,0.01600000,0.62234618,0.21374802,0.77514950
82.33100009,0.00925526,0.02954911,0.01700000,0.62944412,0.22764479,0.80741769
82.43099999,0.00851189,0.02822672,0.01500000,0.65942334,0.21451982,0.78964637
82.53099990,0.00608199,0.02669512,0.02200000,0.63447149,0.22124069,0.80996035
82.63100004,0.00680758,0.02416499,0.02900000,0.66896262,0.21890239,0.83791716
82.73099995,0.00756671,0.02451520,0.03000000,0.68687740,0.21045239,0.81226076
82.83100009,0.01012442,0.02118174,0.00600000,0.68179111,0.20133814,0.76306022
82.93099999,0.01044481,0.02234516,0.00100000,0.69179255,0.21310648,0.74000384
83.03099990,0.00995536,0.02445835,0.00500000,0.67682219,0.22545780,0.76733567
83.13100004,0.01038513,0.02450937,0.00300000,0.65286512,0.22569415,0.75642850
83.23099995,0.00851032,0.02468652,0.00000000,0.65840339,0.22475111,0.72494894
83.33100009,0.00720873,0.02271925,0.00500000,0.66144450,0.22388638,0.69868554
83.43099999,0.00836299,0.02014424,0.01100000,0.68008569,0.22162558,0.72596305
83.53099990,0.00815665,0.02246707,0.01600000,0.65964702,0.22814954,0.77026456
83.63100004,0.00905243,0.02405293,0.01700000,0.65476555,0.24001519,0.77442886
83.73099995,0.00675111,0.02566461,0.02300000,0.65980815,0.24411009,0.77383420
83.83200002,0.00894762,0.02387865,0.02600000,0.66260286,0.24812865,0.77326493
83.93199992,0.00857470,0.02519275,0.02800000,0.66356131,0.25325114,0.76179418
84.03200006,0.00973270,0.01920923,0.00900000,0.66068282,0.24128837,0.71191513
84.13199997,0.00580705,0.01960608,0.00800000,0.60333761,0.24441074,0.70438003
84.23200011,0.00342408,0.02038567,0.01100000,0.61824765,0.24340548,0.68041453
84.33200002,0.00308757,0.01922802,0.01000000,0.60323841,0.22306664,0.67797598
84.43199992,0.00403946,0.01780598,0.01600000,0.60471471,0.21973360,0.72970510
84.53200006,0.00442476,0.01425031,0.01600000,0.59215977,0.21735995,0.73337661
84.63199997,0.00114768,0.02068654,0.01100000,0.57391323,0.24310154,0.66147068
84.73200011,0.00225827,0.02251667,0.00900000,0.58061412,0.24330893,0.65447268
84.83200002,0.00723725,0.01235646,0.00700000,0.64980036,0.23051490,0.64625216
84.93199992,0.00980816,0.00000340,0.00800000,0.63621842,0.22019316,0.65967698
85.03200006,0.00487567,0.00107602,0.00300000,0.58237226,0.21164519,0.65110908
85.13199997,0.00705772,0.01274318,0.00100000,0.64739269,0.22694740,0.64679521
85.23200011,0.00635519,0.01950645,0.00000000,0.65350325,0.23818907,0.63088101
85.33200002,0.00513539,0.01217488,0.00700000,0.62395361,0.22185573,0.64494262
85.43199992,0.00244629,0.00719831,0.00800000,0.60590892,0.21379357,0.63044225
85.53200006,0.00019179,0.00685953,0.00500000,0.59877951,0.21675516,0.62701897
85.63199997,0.00163809,0.02199924,0.01300000,0.58391482,0.24052703,0.69748019
85.73200011,0.00042257,0.02213417,0.01300000,0.57093766,0.24165794,0.69535744
85.83200002,0.00031815,0.01865741,0.01600000,0.56508194,0.23895007,0.71164003
85.93199992,0.00283109,0.00502841,0.00400000,0.54522562,0.21530938,0.65258370
86.03200006,0.00196775,0.00073345,0.00100000,0.54547906,0.20021807,0.65011822
86.13199997,0.00041453,0.00346384,0.00000000,0.55590685,0.20619048,0.63326752
86.23200011,0.00009705,0.00345262,0.00500000,0.58193955,0.21172583,0.64795290
86.33200002,0.00066851,0.00249261,0.00500000,0.58397377,0.20759919,0.68158199
86.43199992,0.00327573,0.00987874,0.00700000,0.60124954,0.20999004,0.69747496
86.53200006,0.00165129,0.00354588,0.00800000,0.58917369,0.20687620,0.65848636
86.63299990,0.00006886,0.00152160,0.00800000,0.61359442,0.20068172,0.62129294
86.73300004,0.00550184,0.00070690,0.00600000,0.68448804,0.19769110,0.60752174
86.83299994,0.00976336,0.00123563,0.00900000,0.67693746,0.19632766,0.62652705
86.93300009,0.00589378,0.00222562,0.00800000,0.68078676,0.19543146,0.61171028
87.03299999,0.00295937,0.00432806,0.01000000,0.63523418,0.19650240,0.61669313
87.13299990,0.00048965,0.00350146,0.01000000,0.61838164,0.19404889,0.62730472
87.23300004,0.00149694,0.00617164,0.01100000,0.64979684,0.19104250,0.67033815
87.33299994,0.00189696,0.00147700,0.00200000,0.66713061,0.19362326,0.64291476
87.43300009,0.00320321,0.00079967,0.00400000,0.70403226,0.19034859,0.63826637
87.53299999,0.00249109,0.00269156,0.00600000,0.72192496,0.19365827,0.66186211
87.63299990,0.00061018,0.00659073,0.00900000,0.73412927,0.19782424,0.65907183
87.73300004,0.00334302,0.00425608,0.02000000,0.74535897,0.19320902,0.71908337
87.83299994,0.00348165,0.00342609,0.02500000,0.71619357,0.18537890,0.72316252
87.93300009,0.00643323,0.00485938,0.02500000,0.77183916,0.18119100,0.71961604
88.03299999,0.00666376,0.00590714,0.00400000,0.77644903,0.18284472,0.65633157
88.13299990,0.00961133,0.00581399,0.00500000,0.79378441,0.19330797,0.67052280
88.23300004,0.00738052,0.00544316,0.00000000,0.80189030,0.18540885,0.66010113
88.33299994,0.00662639,0.00517793,0.00200000,0.79869234,0.19147111,0.66309687
88.43300009,0.00778690,0.00234398,0.00500000,0.80935021,0.19084797,0.64972305
88.53299999,0.00754474,0.00371442,0.00900000,0.81324539,0.19915703,0.64015335
88.63299990,0.01293755,0.00858369,0.01100000,0.83245150,0.22061155,0.64460031
88.73300004,0.00337114,0.00464386,0.00300000,0.76868047,0.20471950,0.63344485
88.83299994,0.00378814,0.00422138,0.00300000,0.76516591,0.21368079,0.62173243
88.93300009,0.00552842,0.00422334,0.00200000,0.81630255,0.21961755,0.61837001
89.03299999,0.00068646,0.00319668,0.00300000,0.80115209,0.21356699,0.60439951
89.13299990,0.00235306,0.00666957,0.00800000,0.82030880,0.23750219,0.63894294
89.23300004,0.00495041,0.00027101,0.00500000,0.83743520,0.21977160,0.65801335
89.33299994,0.00614313,0.00280749,0.00600000,0.87586341,0.21677974,0.66006688
89.43400002,0.00499125,0.00064605,0.01300000,0.83010445,0.21793645,0.70337886
89.53399992,0.00668417,0.00812784,0.00400000,0.87558739,0.23636941,0.65046515
89.63400006,0.00073150,0.01060495,0.00400000,0.86028032,0.23697599,0.67733980
89.73399997,0.00602867,0.00902137,0.01800000,0.86353369,0.23073423,0.76859105
89.83400011,0.00084899,0.01018475,0.03500000,0.86266365,0.23139557,0.79781717
89.93400002,0.00132198,0.01213187,0.03800000,0.87502047,0.24347321,0.79149638
90.03399992,0.00348759,0.00059727,0.00200000,0.88510234,0.20711233,0.70933488
90.13400006,0.00175557,0.00021906,0.00300000,0.88682053,0.20412509,0.71777968
90.23399997,0.00038811,0.00094306,0.00100000,0.88922562,0.20335098,0.69261622
90.33400011,0.00152869,0.00247247,0.00600000,0.86927117,0.20369472,0.70205568
90.43400002,0.00785818,0.00449990,0.02200000,0.91514971,0.20347725,0.76313814
90.53399992,0.00786439,0.00400018,0.02200000,0.87861575,0.20617387,0.78695542
90.63400006,0.00121073,0.00347191,0.02200000,0.82167993,0.20804424,0.77775129
90.73399997,0.00248041,0.00578771,0.02400000,0.80718041,0.22475948,0.76640918
90.83400011,0.00263897,0.00148183,0.00200000,0.81617968,0.20854131,0.70085387
90.93400002,0.00671840,0.00183114,0.00200000,0.83623184,0.21802383,0.69781827
91.03399992,0.01245250,0.00080941,0.00300000,0.87914885,0.21579297,0.71936136
91.13400006,0.00880676,0.00131943,0.00200000,0.89010692,0.21120677,0.70633880
91.23399997,0.00665695,0.00263913,0.00300000,0.83189599,0.20444195,0.68955152
91.33400011,0.00042732,0.00513005,0.00900000,0.82841362,0.22404671,0.69306510
91.43400002,0.00232534,0.00645390,0.01400000,0.82833478,0.23507593,0.66956899
91.53399992,0.00285306,0.00866660,0.01400000,0.81402788,0.23716008,0.68855763
91.63400006,0.00594265,0.00765081,0.01700000,0.80309331,0.22949656,0.77026555
91.73399997,0.00922185,0.00790996,0.02100000,0.85666973,0.21921558,0.78269611
91.83400011,0.01189996,0.00174093,0.02800000,0.87860964,0.19447509,0.80154417
91.93400002,0.01206255,0.00285919,0.02800000,0.90232478,0.19065803,0.82451461
92.03399992,0.00615967,0.00180788,0.01800000,0.84724459,0.18015191,0.81666238
92.13400006,0.00210244,0.00028237,0.01500000,0.82459555,0.18361653,0.77741939
92.23500013,0.00542633,0.00192742,0.00700000,0.81698877,0.17685491,0.73958528
92.33500004,0.00704956,0.00136517,0.00900000,0.79934607,0.17548493,0.73029950
92.43499994,0.00649057,0.00224555,0.01100000,0.77526556,0.16788855,0.73845155
92.53500009,0.00964294,0.00530789,0.01100000,0.83214884,0.17088889,0.75988818
92.63499999,0.01050989,0.00477412,0.01100000,0.79613113,0.17054957,0.75193369
92.73500013,0.00610127,0.00852141,0.00000000,0.70597498,0.18667664,0.74807877
92.83500004,0.00073001,0.00836344,0.01100000,0.68329351,0.18981106,0.73391901
92.93499994,0.00213901,0.00625417,0.02100000,0.67085399,0.17614462,0.79114084
93.03500009,0.00170468,0.00782650,0.02500000,0.64621661,0.16845506,0.80285709
93.13499999,0.00285887,0.00662018,0.02300000,0.62189924,0.18326198,0.79173567
93.23500013,0.00591968,0.00513881,0.02300000,0.62159271,0.18351991,0.79304099
93.33500004,0.00315340,0.00495036,0.02000000,0.63304032,0.18834475,0.81538529
93.43499994,0.00086018,0.00541018,0.01400000,0.63515824,0.19261390,0.78388047
93.53500009,0.00343608,0.00652636,0.00900000,0.63888963,0.19818887,0.79394050
93.63499999,0.01054333,0.00585562,0.00700000,0.71770363,0.20047719,0.78702226
93.73500013,0.01356873,0.00518262,0.00100000,0.71033965,0.19599644,0.76920635
93.83500004,0.01583628,0.00514414,0.00900000,0.71099130,0.19822316,0.80682687
93.93499994,0.01722079,0.00789710,0.01900000,0.72391865,0.20494842,0.85817166
94.03500009,0.01554616,0.01044207,0.00800000,0.71283591,0.20223473,0.81979077
94.13499999,0.01537735,0.00730186,0.00600000,0.69722899,0.20522136,0.78606658
94.23500013,0.01605986,0.00221379,0.01000000,0.67088172,0.20690079,0.81138195
94.33500004,0.01678565,0.00148723,0.01000000,0.66235856,0.21354176,0.83141883
94.43499994,0.01387538,0.00422894,0.01100000,0.64176517,0.20524934,0.82437286
94.53500009,0.00910166,0.00787272,0.00800000,0.60580489,0.20660303,0.84291787
94.63499999,0.00380182,0.00985222,0.00200000,0.60564470,0.20811651,0.83166912
94.73500013,0.00354598,0.00700543,0.00400000,0.62540046,0.20688844,0.84478810
94.83500004,0.00292192,0.00956360,0.01000000,0.60449411,0.21236202,0.85378568
94.93499994,0.00097168,0.01465728,0.02000000,0.60157309,0.23794026,0.90750421
95.03600001,0.00109101,0.01367990,0.02400000,0.56730341,0.23407376,0.89747473
95.13599992,0.00482882,0.00777769,0.02700000,0.57028510,0.22129976,0.90449031
95.23600006,0.00643552,0.00887435,0.02400000,0.57871688,0.21842487,0.88710022
95.33599997,0.00560721,0.01624097,0.01600000,0.56597593,0.24044224,0.89701527
95.43600011,0.00926817,0.02081444,0.00600000,0.57598112,0.24513211,0.84255271
95.53600001,0.01107187,0.01875590,0.01000000,0.60601847,0.25014166,0.81326936
95.63599992,0.01144243,0.01419439,0.00000000,0.57727739,0.23389807,0.78465894
95.73600006,0.01274094,0.01281399,0.00300000,0.60524428,0.22990509,0.80850641
95.83599997,0.01257161,0.01408953,0.01100000,0.61129763,0.22729258,0.81227722
95.93600011,0.01122572,0.01832439,0.00400000,0.62030352,0.24322682,0.84110684
96.03600001,0.01238747,0.02090815,0.00000000,0.62199064,0.24371416,0.83593702
96.13599992,0.01410347,0.01964821,0.00500000,0.65397186,0.24442183,0.82250730
96.23600006,0.01208354,0.01840892,0.00300000,0.66396235,0.23711287,0.84309597
96.33599997,0.01534933,0.01240073,0.00600000,0.68372134,0.21053504,0.84293414
96.43600011,0.01970219,0.01586895,0.00700000,0.72826570,0.20589826,0.81334860
96.53600001,0.02122172,0.01861716,0.00900000,0.74076410,0.21420821,0.78839254
96.63599992,0.01939919,0.01775025,0.01500000,0.73188683,0.20209818,0.77759490
96.73600006,0.01717362,0.01822956,0.00800000,0.69896172,0.19785764,0.75784601
96.83599997,0.01630840,0.01738522,0.00300000,0.65734875,0.20238761,0.75982437
96.93600011,0.01952494,0.01423470,0.00400000,0.71350611,0.19018337,0.74830637
97.03600001,0.01611646,0.01136133,0.00400000,0.64723760,0.18080484,0.74756129
97.13599992,0.01452778,0.00905945,0.00100000,0.64485540,0.17053520,0.73302391
97.23600006,0.01254869,0.01956171,0.00700000,0.67332420,0.17369434,0.76560978
97.33599997,0.01502300,0.01753281,0.00700000,0.65408951,0.16702960,0.73147141
97.43600011,0.01480409,0.01779239,0.01400000,0.66648863,0.16795008,0.71997148
97.53600001,0.01328433,0.01336625,0.00700000,0.67086709,0.16748645,0.71968793
97.63599992,0.01049507,0.01530338,0.00200000,0.65537581,0.17286725,0.70098281
97.73600006,0.01180985,0.02075542,0.00400000,0.67025791,0.17784685,0.70575548
97.83700013,0.01473590,0.01899930,0.00400000,0.67030003,0.18402080,0.68892203
97.93700004,0.01675059,0.02290672,0.00500000,0.71874266,0.19226038,0.66497567
98.03699994,0.01208089,0.01917139,0.00200000,0.66342830,0.18462979,0.65322296
98.13700008,0.00674627,0.01881775,0.00000000,0.70982640,0.18831224,0.63858915
98.23699999,0.00919492,0.01611532,0.00400000,0.70197442,0.18355901,0.64780767
98.33700013,0.01604362,0.02560961,0.00810000,0.71838467,0.19287617,0.66384330
98.43700004,0.01800209,0.02419473,0.00900000,0.76752514,0.19128864,0.65446302
98.53699994,0.02084267,0.02299724,0.01700000,0.76940622,0.19197598,0.66118446
98.63700008,0.01656795,0.02721751,0.02700000,0.67262829,0.20349495,0.74260283
98.73699999,0.01888315,0.02570908,0.02800000,0.69545784,0.20049339,0.76075883
98.83700013,0.02334593,0.02330724,0.02900000,0.74689879,0.20215054,0.75737317
98.93700004,0.02006667,0.02694121,0.03700000,0.75753233,0.20701929,0.75276392
99.03699994,0.01871730,0.02490467,0.04600000,0.70661668,0.20181217,0.76957579
99.13700008,0.01519654,0.02207159,0.04600000,0.70117618,0.20161896,0.77173228
99.23699999,0.01853054,0.01947175,0.04100000,0.71668160,0.19946079,0.81309283
99.33700013,0.01945836,0.01757533,0.03600000,0.71549789,0.20143279,0.80763512
99.43700004,0.02150244,0.01470290,0.03500000,0.71397087,0.20294214,0.79480626
99.53699994,0.02138377,0.01786237,0.03200000,0.70448843,0.20886797,0.79544461
99.63700008,0.02055744,0.02149516,0.03610000,0.71344726,0.21521725,0.79883397
99.73699999,0.02087177,0.02321678,0.03800000,0.71316439,0.21656012,0.79856848
99.83700013,0.01469992,0.03060085,0.04500000,0.72860929,0.22707993,0.82212696
99.93700004,0.01379861,0.03334244,0.03500000,0.74319257,0.24095171,0.77880830
100.03699994,0.01112048,0.03308693,0.02300000,0.73816643,0.25197002,0.77471103
100.13700008,0.00990826,0.03582006,0.02200000,0.73788015,0.25847791,0.75437327
100.23699999,0.01262096,0.03458210,0.02500000,0.72437283,0.26516337,0.76473438
100.33700013,0.00963456,0.04349224,0.01200000,0.70638711,0.27593672,0.70354290
100.43700004,0.01571581,0.04148751,0.01500000,0.73518688,0.28018590,0.72189626
100.53699994,0.01820078,0.04198359,0.01600000,0.73500697,0.28388435,0.70811867
100.63800001,0.00534504,0.03932074,0.02900000,0.73377263,0.27992625,0.75792292
100.73799992,0.00555608,0.03875797,0.02900000,0.75276195,0.28228569,0.78210785
100.83800006,0.00130057,0.04155777,0.00300000,0.72820482,0.28837109,0.71212535
100.93799996,0.00400184,0.03681243,0.00400000,0.73185450,0.26409226,0.70461461
101.03800011,0.01347904,0.02540424,0.00000000,0.76725586,0.24856857,0.71891663
101.13800001,0.02726532,0.01646518,0.00300000,0.77001718,0.23767364,0.72027612
101.23799992,0.02115539,0.02882047,0.00900000,0.72435462,0.25049729,0.73682820
101.33800006,0.00506322,0.04043246,0.01600000,0.72697644,0.25932523,0.74265377
101.43799996,0.00242898,0.04116163,0.02100000,0.71977413,0.25269065,0.74566170
101.53800011,0.01452668,0.03479749,0.02300000,0.73609529,0.25051325,0.79411116
101.63800001,0.04135965,0.02328690,0.01700000,0.80572238,0.23793223,0.74770252
101.73799992,0.05251874,0.02200527,0.01900000,0.85393365,0.22783173,0.75178279
101.83800006,0.03397401,0.03222214,0.02800000,0.77030143,0.23688828,0.78338490
101.93799996,0.03001177,0.02943235,0.01500000,0.74123737,0.23885247,0.73329044
102.03800011,0.02546620,0.02963651,0.00100000,0.74114889,0.24201035,0.73076873
102.13800001,0.04080296,0.02369321,0.01200000,0.79043382,0.23927686,0.70958695
102.23799992,0.04766460,0.02620165,0.00700000,0.81328287,0.24440186,0.69778567
102.33800006,0.04065605,0.03796084,0.00600000,0.77791304,0.25098296,0.65676015
102.43799996,0.02304843,0.03889769,0.00400000,0.70938071,0.24860287,0.69070626
102.53800011,0.02275816,0.03537112,0.00400000,0.70635426,0.25034242,0.70599778
102.63800001,0.03485761,0.03002944,0.00400000,0.70705901,0.24338611,0.71407360
102.73799992,0.04153606,0.02725355,0.00800000,0.73770388,0.24819659,0.74284167
102.83800006,0.03785605,0.03898935,0.01600000,0.69527544,0.25710825,0.79811266
102.93799996,0.04082907,0.03724334,0.01900000,0.76575558,0.25560007,0.78975217
103.03800011,0.03263943,0.04546776,0.00900000,0.71498782,0.26307757,0.75797776
103.13800001,0.03323174,0.04520953,0.01300000,0.71454788,0.25897692,0.75960274
103.23799992,0.03366097,0.04969093,0.01100000,0.69160942,0.26147936,0.75241079
103.33800006,0.03659023,0.05342280,0.00800000,0.71765772,0.26914233,0.73818100
103.43900013,0.04114234,0.04659751,0.00400000,0.74645526,0.26031800,0.72988251
103.53900003,0.05084000,0.04995392,0.01200000,0.76302604,0.25483769,0.75549519
103.63899994,0.06310864,0.05245903,0.01400000,0.75584669,0.25159776,0.78256090
103.73900008,0.05895203,0.05151416,0.01300000,0.76310639,0.25291708,0.78246938
103.83899999,0.05472299,0.03978409,0.00200000,0.73587091,0.24340538,0.79043989
103.93900013,0.05255948,0.06335196,0.00800000,0.74246035,0.27025868,0.80618865
104.03900003,0.04886694,0.06979679,0.01500000,0.74975998,0.28489741,0.81903080
104.13899994,0.04922431,0.03235826,0.02200000,0.73449777,0.24283101,0.87805642
104.23900008,0.05041181,0.07339012,0.02200000,0.76075281,0.29265483,0.88117969
104.33899999,0.03855279,0.03903245,0.01600000,0.72576602,0.24815700,0.81347641
104.43900013,0.03531391,0.05996480,0.00900000,0.71311192,0.28365550,0.76796145
104.53900003,0.05437840,0.06950317,0.00900000,0.78861693,0.30316708,0.76999751
104.63899994,0.06363602,0.02593659,0.00200000,0.79820326,0.25072584,0.76931018
104.73900008,0.05535885,0.08088200,0.00700000,0.80055719,0.31246053,0.77217132
104.83899999,0.04863655,0.02456595,0.01300000,0.81386682,0.25000709,0.76306902
104.93900013,0.04438156,0.07542027,0.02400000,0.81794033,0.31027159,0.80979567
105.03900003,0.04121230,0.07266744,0.02800000,0.83036159,0.30212673,0.79930942
105.13899994,0.03100481,0.03897694,0.01800000,0.77369554,0.25440142,0.74042097
105.23900008,0.02884299,0.06422914,0.00800000,0.77046617,0.29176738,0.73894093
105.33899999,0.02875284,0.03612305,0.00500000,0.74157399,0.25174554,0.72774372
105.43900013,0.03669851,0.07609513,0.00200000,0.77833626,0.31088735,0.75268613
105.53900003,0.04094062,0.07403287,0.00500000,0.84548670,0.30975585,0.70085627
105.63899994,0.03800340,0.04099929,0.00300000,0.83221751,0.26511252,0.67731646
105.73900008,0.03337922,0.06482992,0.00100000,0.80984597,0.30377023,0.67863935
105.83899999,0.03271149,0.04297498,0.00000000,0.79584882,0.26740033,0.66963806
105.93900013,0.02487108,0.06575538,0.00900000,0.79117262,0.29879962,0.67153391
106.03900003,0.01415595,0.05906995,0.01400000,0.77101067,0.29564974,0.66486759
106.13899994,0.01305650,0.04718747,0.01600000,0.75042755,0.27119833,0.65676331
106.23900008,0.00780412,0.05145314,0.01700000,0.75940750,0.26911547,0.65089188
106.33999991,0.01613514,0.04715610,0.01900000,0.77777359,0.26602829,0.65148087
106.44000006,0.02697118,0.04960237,0.01600000,0.81258497,0.27337657,0.66999867
106.53999996,0.02872508,0.04913563,0.01810000,0.83608287,0.27806758,0.67343121
106.64000010,0.01940045,0.04782073,0.01300000,0.82562546,0.28332116,0.64144548
106.74000001,0.01229114,0.04746691,0.02600000,0.83207335,0.28215543,0.65452876
106.83999991,0.01274925,0.04814516,0.02800000,0.81608134,0.27469096,0.65702934
106.94000006,0.01007258,0.04178269,0.04200000,0.82680724,0.26707740,0.69671297
107.03999996,0.01349131,0.03316601,0.04200000,0.84521205,0.25448895,0.67416345
107.14000010,0.01151902,0.04347876,0.04300000,0.81482849,0.26099106,0.67630319
107.24000001,0.01221549,0.05157831,0.04400000,0.80965878,0.25869915,0.68143276
107.33999991,0.00827974,0.05364080,0.04600000,0.77899795,0.25742797,0.69728170
107.44000006,0.01277665,0.04202484,0.04200000,0.76101798,0.24664819,0.70711710
107.53999996,0.00994893,0.03722296,0.03900000,0.75147473,0.24574467,0.67587585
107.64000010,0.01714219,0.04086656,0.03600000,0.75082128,0.24575777,0.66840010
107.74000001,0.02810435,0.04336768,0.03100000,0.73805653,0.25237689,0.69055546
107.83999991,0.03787702,0.04044480,0.03200000,0.77747243,0.24850864,0.68029491
107.94000006,0.03816030,0.04172926,0.04500000,0.77031860,0.24636097,0.73864879
108.03999996,0.02535450,0.03939948,0.05300000,0.74182597,0.24176138,0.78458643
108.14000010,0.01586388,0.04093345,0.04400000,0.74690642,0.25025830,0.79110496
108.24000001,0.01462762,0.04141175,0.03300000,0.74369114,0.25516288,0.74077526
108.33999991,0.01653680,0.04635584,0.03500000,0.76989391,0.25644006,0.74390746
108.44000006,0.02014622,0.04463888,0.03800000,0.78010161,0.24925617,0.76217883
108.53999996,0.01967692,0.04010335,0.03300000,0.74181442,0.23736952,0.73537477
108.64000010,0.02161142,0.03978186,0.02800000,0.72221152,0.24177881,0.74355385
108.74000001,0.02065250,0.04562142,0.04600000,0.72400425,0.24913433,0.82587258
108.83999991,0.03461284,0.04687805,0.06300000,0.77035815,0.24996652,0.83169620
108.94000006,0.03208832,0.03682444,0.06800000,0.77918687,0.24029654,0.84315359
109.03999996,0.03578328,0.03668797,0.07600000,0.78722478,0.23809367,0.88248756
109.14100003,0.04176161,0.04413636,0.07100000,0.80141037,0.24442187,0.89191836
109.24099994,0.03325475,0.04258523,0.07200000,0.80879943,0.24309058,0.92167793
109.34100008,0.03539278,0.04508471,0.07400000,0.79596520,0.24928865,0.92818003
109.44099998,0.03403482,0.04206472,0.06500000,0.79547246,0.24951726,0.92183536
109.54100013,0.03371632,0.04979377,0.05800000,0.78607443,0.24910140,0.90527774
109.64100003,0.03631883,0.05445909,0.05700000,0.77035864,0.25412174,0.88198833
109.74099994,0.03560876,0.05279428,0.05000000,0.76155375,0.25071656,0.88141684
109.84100008,0.03875632,0.04620301,0.04300000,0.77632271,0.23691606,0.86163167
109.94099998,0.01910259,0.05437335,0.05500000,0.69795219,0.25012252,0.86639173
110.04100013,0.00764827,0.05582252,0.05200000,0.67475399,0.24600985,0.87870800
110.14100003,0.00737313,0.05979328,0.05300000,0.68653194,0.26703387,0.87986656
110.24099994,0.02129345,0.05335943,0.03300000,0.74102338,0.24971895,0.79835034
110.34100008,0.01430937,0.05890180,0.02800000,0.72440668,0.27266930,0.77527958
